Shift: 10
kodizom 0 1 2 3 4 5 6
mzdiook 6 4 2 3 5 1 0
mzdokoi 6 4 2 5 0 1 3
mzdokio 6 4 2 5 0 3 1
mzdooki 6 4 2 5 1 0 3
mzdooik 6 4 2 5 1 3 0
mzdoiko 6 4 2 5 3 0 1
mzdoiok 6 4 2 5 3 1 0
mzikodo 6 4 3 0 1 2 5
mzikood 6 4 3 0 1 5 2
mzikdoo 6 4 3 0 2 1 5
mzikdoo 6 4 3 0 2 5 1
mzikood 6 4 3 0 5 1 2
mzikodo 6 4 3 0 5 2 1
mziokdo 6 4 3 1 0 2 5
mziokod 6 4 3 1 0 5 2
mziodko 6 4 3 1 2 0 5
mziodok 6 4 3 1 2 5 0
mziookd 6 4 3 1 5 0 2
mzioodk 6 4 3 1 5 2 0
mzidkoo 6 4 3 2 0 1 5
mzidkoo 6 4 3 2 0 5 1
mzidoko 6 4 3 2 1 0 5
mzidook 6 4 3 2 1 5 0
mzidoko 6 4 3 2 5 0 1
mzidook 6 4 3 2 5 1 0
mziokod 6 4 3 5 0 1 2
mziokdo 6 4 3 5 0 2 1
mziookd 6 4 3 5 1 0 2
mzioodk 6 4 3 5 1 2 0
mziodko 6 4 3 5 2 0 1
mziodok 6 4 3 5 2 1 0
mzokodi 6 4 5 0 1 2 3
mzokoid 6 4 5 0 1 3 2
mzokdoi 6 4 5 0 2 1 3
mzokdio 6 4 5 0 2 3 1
mzokiod 6 4 5 0 3 1 2
mzokido 6 4 5 0 3 2 1
mzookdi 6 4 5 1 0 2 3
mzookid 6 4 5 1 0 3 2
mzoodki 6 4 5 1 2 0 3
mzoodik 6 4 5 1 2 3 0
mzooikd 6 4 5 1 3 0 2
mzooidk 6 4 5 1 3 2 0
mzodkoi 6 4 5 2 0 1 3
mzodkio 6 4 5 2 0 3 1
mzodoki 6 4 5 2 1 0 3
mzodoik 6 4 5 2 1 3 0
mzodiko 6 4 5 2 3 0 1
mzodiok 6 4 5 2 3 1 0
mzoikod 6 4 5 3 0 1 2
mzoikdo 6 4 5 3 0 2 1
mzoiokd 6 4 5 3 1 0 2
mzoiodk 6 4 5 3 1 2 0
mzoidko 6 4 5 3 2 0 1
mzoidok 6 4 5 3 2 1 0
mokodiz 6 5 0 1 2 3 4
mokodzi 6 5 0 1 2 4 3
mokoidz 6 5 0 1 3 2 4
mokoizd 6 5 0 1 3 4 2
mokozdi 6 5 0 1 4 2 3
mokozid 6 5 0 1 4 3 2
mokdoiz 6 5 0 2 1 3 4
mokdozi 6 5 0 2 1 4 3
mokdioz 6 5 0 2 3 1 4
mokdizo 6 5 0 2 3 4 1
mokdzoi 6 5 0 2 4 1 3
mokdzio 6 5 0 2 4 3 1
mokiodz 6 5 0 3 1 2 4
mokiozd 6 5 0 3 1 4 2
mokidoz 6 5 0 3 2 1 4
mokidzo 6 5 0 3 2 4 1
mokizod 6 5 0 3 4 1 2
mokizdo 6 5 0 3 4 2 1
mokzodi 6 5 0 4 1 2 3
mokzoid 6 5 0 4 1 3 2
mokzdoi 6 5 0 4 2 1 3
mokzdio 6 5 0 4 2 3 1
mokziod 6 5 0 4 3 1 2
mokzido 6 5 0 4 3 2 1
mookdiz 6 5 1 0 2 3 4
mookdzi 6 5 1 0 2 4 3
mookidz 6 5 1 0 3 2 4
mookizd 6 5 1 0 3 4 2
mookzdi 6 5 1 0 4 2 3
mookzid 6 5 1 0 4 3 2
moodkiz 6 5 1 2 0 3 4
moodkzi 6 5 1 2 0 4 3
moodikz 6 5 1 2 3 0 4
moodizk 6 5 1 2 3 4 0
moodzki 6 5 1 2 4 0 3
moodzik 6 5 1 2 4 3 0
mooikdz 6 5 1 3 0 2 4
mooikzd 6 5 1 3 0 4 2
mooidkz 6 5 1 3 2 0 4
mooidzk 6 5 1 3 2 4 0
mooizkd 6 5 1 3 4 0 2
mooizdk 6 5 1 3 4 2 0
moozkdi 6 5 1 4 0 2 3
moozkid 6 5 1 4 0 3 2
moozdki 6 5 1 4 2 0 3
moozdik 6 5 1 4 2 3 0
moozikd 6 5 1 4 3 0 2
moozidk 6 5 1 4 3 2 0
modkoiz 6 5 2 0 1 3 4
modkozi 6 5 2 0 1 4 3
modkioz 6 5 2 0 3 1 4
modkizo 6 5 2 0 3 4 1
modkzoi 6 5 2 0 4 1 3
modkzio 6 5 2 0 4 3 1
modokiz 6 5 2 1 0 3 4
modokzi 6 5 2 1 0 4 3
modoikz 6 5 2 1 3 0 4
modoizk 6 5 2 1 3 4 0
modozki 6 5 2 1 4 0 3
modozik 6 5 2 1 4 3 0
modikoz 6 5 2 3 0 1 4
modikzo 6 5 2 3 0 4 1
modiokz 6 5 2 3 1 0 4
modiozk 6 5 2 3 1 4 0
modizko 6 5 2 3 4 0 1
modizok 6 5 2 3 4 1 0
modzkoi 6 5 2 4 0 1 3
modzkio 6 5 2 4 0 3 1
modzoki 6 5 2 4 1 0 3
modzoik 6 5 2 4 1 3 0
modziko 6 5 2 4 3 0 1
modziok 6 5 2 4 3 1 0
moikodz 6 5 3 0 1 2 4
moikozd 6 5 3 0 1 4 2
moikdoz 6 5 3 0 2 1 4
moikdzo 6 5 3 0 2 4 1
moikzod 6 5 3 0 4 1 2
moikzdo 6 5 3 0 4 2 1
moiokdz 6 5 3 1 0 2 4
moiokzd 6 5 3 1 0 4 2
moiodkz 6 5 3 1 2 0 4
moiodzk 6 5 3 1 2 4 0
moiozkd 6 5 3 1 4 0 2
moiozdk 6 5 3 1 4 2 0
moidkoz 6 5 3 2 0 1 4
moidkzo 6 5 3 2 0 4 1
moidokz 6 5 3 2 1 0 4
moidozk 6 5 3 2 1 4 0
moidzko 6 5 3 2 4 0 1
moidzok 6 5 3 2 4 1 0
moizkod 6 5 3 4 0 1 2
moizkdo 6 5 3 4 0 2 1
moizokd 6 5 3 4 1 0 2
moizodk 6 5 3 4 1 2 0
moizdko 6 5 3 4 2 0 1
moizdok 6 5 3 4 2 1 0
mozkodi 6 5 4 0 1 2 3
mozkoid 6 5 4 0 1 3 2
mozkdoi 6 5 4 0 2 1 3
mozkdio 6 5 4 0 2 3 1
mozkiod 6 5 4 0 3 1 2
mozkido 6 5 4 0 3 2 1
mozokdi 6 5 4 1 0 2 3
mozokid 6 5 4 1 0 3 2
mozodki 6 5 4 1 2 0 3
mozodik 6 5 4 1 2 3 0
mozoikd 6 5 4 1 3 0 2
mozoidk 6 5 4 1 3 2 0
mozdkoi 6 5 4 2 0 1 3
mozdkio 6 5 4 2 0 3 1
mozdoki 6 5 4 2 1 0 3
mozdoik 6 5 4 2 1 3 0
mozdiko 6 5 4 2 3 0 1
mozdiok 6 5 4 2 3 1 0
mozikod 6 5 4 3 0 1 2
mozikdo 6 5 4 3 0 2 1
moziokd 6 5 4 3 1 0 2
moziodk 6 5 4 3 1 2 0
mozidko 6 5 4 3 2 0 1
mozidok 6 5 4 3 2 1 0
