Shift: 0
aetypec 0 1 2 3 4 5 6
cetayep 6 5 2 0 3 1 4
cetaype 6 5 2 0 3 4 1
cetapey 6 5 2 0 4 1 3
cetapye 6 5 2 0 4 3 1
ceteayp 6 5 2 1 0 3 4
ceteapy 6 5 2 1 0 4 3
ceteyap 6 5 2 1 3 0 4
ceteypa 6 5 2 1 3 4 0
cetepay 6 5 2 1 4 0 3
cetepya 6 5 2 1 4 3 0
cetyaep 6 5 2 3 0 1 4
cetyape 6 5 2 3 0 4 1
cetyeap 6 5 2 3 1 0 4
cetyepa 6 5 2 3 1 4 0
cetypae 6 5 2 3 4 0 1
cetypea 6 5 2 3 4 1 0
cetpaey 6 5 2 4 0 1 3
cetpaye 6 5 2 4 0 3 1
cetpeay 6 5 2 4 1 0 3
cetpeya 6 5 2 4 1 3 0
cetpyae 6 5 2 4 3 0 1
cetpyea 6 5 2 4 3 1 0
ceyaetp 6 5 3 0 1 2 4
ceyaept 6 5 3 0 1 4 2
ceyatep 6 5 3 0 2 1 4
ceyatpe 6 5 3 0 2 4 1
ceyapet 6 5 3 0 4 1 2
ceyapte 6 5 3 0 4 2 1
ceyeatp 6 5 3 1 0 2 4
ceyeapt 6 5 3 1 0 4 2
ceyetap 6 5 3 1 2 0 4
ceyetpa 6 5 3 1 2 4 0
ceyepat 6 5 3 1 4 0 2
ceyepta 6 5 3 1 4 2 0
ceytaep 6 5 3 2 0 1 4
ceytape 6 5 3 2 0 4 1
ceyteap 6 5 3 2 1 0 4
ceytepa 6 5 3 2 1 4 0
ceytpae 6 5 3 2 4 0 1
ceytpea 6 5 3 2 4 1 0
ceypaet 6 5 3 4 0 1 2
ceypate 6 5 3 4 0 2 1
ceypeat 6 5 3 4 1 0 2
ceypeta 6 5 3 4 1 2 0
ceyptae 6 5 3 4 2 0 1
ceyptea 6 5 3 4 2 1 0
cepaety 6 5 4 0 1 2 3
cepaeyt 6 5 4 0 1 3 2
cepatey 6 5 4 0 2 1 3
cepatye 6 5 4 0 2 3 1
cepayet 6 5 4 0 3 1 2
cepayte 6 5 4 0 3 2 1
cepeaty 6 5 4 1 0 2 3
cepeayt 6 5 4 1 0 3 2
cepetay 6 5 4 1 2 0 3
cepetya 6 5 4 1 2 3 0
cepeyat 6 5 4 1 3 0 2
cepeyta 6 5 4 1 3 2 0
ceptaey 6 5 4 2 0 1 3
ceptaye 6 5 4 2 0 3 1
cepteay 6 5 4 2 1 0 3
cepteya 6 5 4 2 1 3 0
ceptyae 6 5 4 2 3 0 1
ceptyea 6 5 4 2 3 1 0
cepyaet 6 5 4 3 0 1 2
cepyate 6 5 4 3 0 2 1
cepyeat 6 5 4 3 1 0 2
cepyeta 6 5 4 3 1 2 0
cepytae 6 5 4 3 2 0 1
cepytea 6 5 4 3 2 1 0
