Shift: 2
cgvarge 0 1 2 3 4 5 6
ergagvc 6 4 5 3 1 2 0
ergavcg 6 4 5 3 2 0 1
ergavgc 6 4 5 3 2 1 0
egcgvar 6 5 0 1 2 3 4
egcgvra 6 5 0 1 2 4 3
egcgavr 6 5 0 1 3 2 4
egcgarv 6 5 0 1 3 4 2
egcgrva 6 5 0 1 4 2 3
egcgrav 6 5 0 1 4 3 2
egcvgar 6 5 0 2 1 3 4
egcvgra 6 5 0 2 1 4 3
egcvagr 6 5 0 2 3 1 4
egcvarg 6 5 0 2 3 4 1
egcvrga 6 5 0 2 4 1 3
egcvrag 6 5 0 2 4 3 1
egcagvr 6 5 0 3 1 2 4
egcagrv 6 5 0 3 1 4 2
egcavgr 6 5 0 3 2 1 4
egcavrg 6 5 0 3 2 4 1
egcargv 6 5 0 3 4 1 2
egcarvg 6 5 0 3 4 2 1
egcrgva 6 5 0 4 1 2 3
egcrgav 6 5 0 4 1 3 2
egcrvga 6 5 0 4 2 1 3
egcrvag 6 5 0 4 2 3 1
egcragv 6 5 0 4 3 1 2
egcravg 6 5 0 4 3 2 1
eggcvar 6 5 1 0 2 3 4
eggcvra 6 5 1 0 2 4 3
eggcavr 6 5 1 0 3 2 4
eggcarv 6 5 1 0 3 4 2
eggcrva 6 5 1 0 4 2 3
eggcrav 6 5 1 0 4 3 2
eggvcar 6 5 1 2 0 3 4
eggvcra 6 5 1 2 0 4 3
eggvacr 6 5 1 2 3 0 4
eggvarc 6 5 1 2 3 4 0
eggvrca 6 5 1 2 4 0 3
eggvrac 6 5 1 2 4 3 0
eggacvr 6 5 1 3 0 2 4
eggacrv 6 5 1 3 0 4 2
eggavcr 6 5 1 3 2 0 4
eggavrc 6 5 1 3 2 4 0
eggarcv 6 5 1 3 4 0 2
eggarvc 6 5 1 3 4 2 0
eggrcva 6 5 1 4 0 2 3
eggrcav 6 5 1 4 0 3 2
eggrvca 6 5 1 4 2 0 3
eggrvac 6 5 1 4 2 3 0
eggracv 6 5 1 4 3 0 2
eggravc 6 5 1 4 3 2 0
egvcgar 6 5 2 0 1 3 4
egvcgra 6 5 2 0 1 4 3
egvcagr 6 5 2 0 3 1 4
egvcarg 6 5 2 0 3 4 1
egvcrga 6 5 2 0 4 1 3
egvcrag 6 5 2 0 4 3 1
egvgcar 6 5 2 1 0 3 4
egvgcra 6 5 2 1 0 4 3
egvgacr 6 5 2 1 3 0 4
egvgarc 6 5 2 1 3 4 0
egvgrca 6 5 2 1 4 0 3
egvgrac 6 5 2 1 4 3 0
egvacgr 6 5 2 3 0 1 4
egvacrg 6 5 2 3 0 4 1
egvagcr 6 5 2 3 1 0 4
egvagrc 6 5 2 3 1 4 0
egvarcg 6 5 2 3 4 0 1
egvargc 6 5 2 3 4 1 0
egvrcga 6 5 2 4 0 1 3
egvrcag 6 5 2 4 0 3 1
egvrgca 6 5 2 4 1 0 3
egvrgac 6 5 2 4 1 3 0
egvracg 6 5 2 4 3 0 1
egvragc 6 5 2 4 3 1 0
egacgvr 6 5 3 0 1 2 4
egacgrv 6 5 3 0 1 4 2
egacvgr 6 5 3 0 2 1 4
egacvrg 6 5 3 0 2 4 1
egacrgv 6 5 3 0 4 1 2
egacrvg 6 5 3 0 4 2 1
egagcvr 6 5 3 1 0 2 4
egagcrv 6 5 3 1 0 4 2
egagvcr 6 5 3 1 2 0 4
egagvrc 6 5 3 1 2 4 0
egagrcv 6 5 3 1 4 0 2
egagrvc 6 5 3 1 4 2 0
egavcgr 6 5 3 2 0 1 4
egavcrg 6 5 3 2 0 4 1
egavgcr 6 5 3 2 1 0 4
egavgrc 6 5 3 2 1 4 0
egavrcg 6 5 3 2 4 0 1
egavrgc 6 5 3 2 4 1 0
egarcgv 6 5 3 4 0 1 2
egarcvg 6 5 3 4 0 2 1
egargcv 6 5 3 4 1 0 2
egargvc 6 5 3 4 1 2 0
egarvcg 6 5 3 4 2 0 1
egarvgc 6 5 3 4 2 1 0
egrcgva 6 5 4 0 1 2 3
egrcgav 6 5 4 0 1 3 2
egrcvga 6 5 4 0 2 1 3
egrcvag 6 5 4 0 2 3 1
egrcagv 6 5 4 0 3 1 2
egrcavg 6 5 4 0 3 2 1
egrgcva 6 5 4 1 0 2 3
egrgcav 6 5 4 1 0 3 2
egrgvca 6 5 4 1 2 0 3
egrgvac 6 5 4 1 2 3 0
egrgacv 6 5 4 1 3 0 2
egrgavc 6 5 4 1 3 2 0
egrvcga 6 5 4 2 0 1 3
egrvcag 6 5 4 2 0 3 1
egrvgca 6 5 4 2 1 0 3
egrvgac 6 5 4 2 1 3 0
egrvacg 6 5 4 2 3 0 1
egrvagc 6 5 4 2 3 1 0
egracgv 6 5 4 3 0 1 2
egracvg 6 5 4 3 0 2 1
egragcv 6 5 4 3 1 0 2
egragvc 6 5 4 3 1 2 0
egravcg 6 5 4 3 2 0 1
egravgc 6 5 4 3 2 1 0
