Shift: 11
lpejapn 0 1 2 3 4 5 6
napelpj 6 4 5 2 0 1 3
napeljp 6 4 5 2 0 3 1
napeplj 6 4 5 2 1 0 3
napepjl 6 4 5 2 1 3 0
napejlp 6 4 5 2 3 0 1
napejpl 6 4 5 2 3 1 0
napjlpe 6 4 5 3 0 1 2
napjlep 6 4 5 3 0 2 1
napjple 6 4 5 3 1 0 2
napjpel 6 4 5 3 1 2 0
napjelp 6 4 5 3 2 0 1
napjepl 6 4 5 3 2 1 0
nplpeja 6 5 0 1 2 3 4
nplpeaj 6 5 0 1 2 4 3
nplpjea 6 5 0 1 3 2 4
nplpjae 6 5 0 1 3 4 2
nplpaej 6 5 0 1 4 2 3
nplpaje 6 5 0 1 4 3 2
nplepja 6 5 0 2 1 3 4
nplepaj 6 5 0 2 1 4 3
nplejpa 6 5 0 2 3 1 4
nplejap 6 5 0 2 3 4 1
npleapj 6 5 0 2 4 1 3
npleajp 6 5 0 2 4 3 1
npljpea 6 5 0 3 1 2 4
npljpae 6 5 0 3 1 4 2
npljepa 6 5 0 3 2 1 4
npljeap 6 5 0 3 2 4 1
npljape 6 5 0 3 4 1 2
npljaep 6 5 0 3 4 2 1
nplapej 6 5 0 4 1 2 3
nplapje 6 5 0 4 1 3 2
nplaepj 6 5 0 4 2 1 3
nplaejp 6 5 0 4 2 3 1
nplajpe 6 5 0 4 3 1 2
nplajep 6 5 0 4 3 2 1
nppleja 6 5 1 0 2 3 4
nppleaj 6 5 1 0 2 4 3
nppljea 6 5 1 0 3 2 4
nppljae 6 5 1 0 3 4 2
npplaej 6 5 1 0 4 2 3
npplaje 6 5 1 0 4 3 2
nppelja 6 5 1 2 0 3 4
nppelaj 6 5 1 2 0 4 3
nppejla 6 5 1 2 3 0 4
nppejal 6 5 1 2 3 4 0
nppealj 6 5 1 2 4 0 3
nppeajl 6 5 1 2 4 3 0
nppjlea 6 5 1 3 0 2 4
nppjlae 6 5 1 3 0 4 2
nppjela 6 5 1 3 2 0 4
nppjeal 6 5 1 3 2 4 0
nppjale 6 5 1 3 4 0 2
nppjael 6 5 1 3 4 2 0
nppalej 6 5 1 4 0 2 3
nppalje 6 5 1 4 0 3 2
nppaelj 6 5 1 4 2 0 3
nppaejl 6 5 1 4 2 3 0
nppajle 6 5 1 4 3 0 2
nppajel 6 5 1 4 3 2 0
npelpja 6 5 2 0 1 3 4
npelpaj 6 5 2 0 1 4 3
npeljpa 6 5 2 0 3 1 4
npeljap 6 5 2 0 3 4 1
npelapj 6 5 2 0 4 1 3
npelajp 6 5 2 0 4 3 1
npeplja 6 5 2 1 0 3 4
npeplaj 6 5 2 1 0 4 3
npepjla 6 5 2 1 3 0 4
npepjal 6 5 2 1 3 4 0
npepalj 6 5 2 1 4 0 3
npepajl 6 5 2 1 4 3 0
npejlpa 6 5 2 3 0 1 4
npejlap 6 5 2 3 0 4 1
npejpla 6 5 2 3 1 0 4
npejpal 6 5 2 3 1 4 0
npejalp 6 5 2 3 4 0 1
npejapl 6 5 2 3 4 1 0
npealpj 6 5 2 4 0 1 3
npealjp 6 5 2 4 0 3 1
npeaplj 6 5 2 4 1 0 3
npeapjl 6 5 2 4 1 3 0
npeajlp 6 5 2 4 3 0 1
npeajpl 6 5 2 4 3 1 0
npjlpea 6 5 3 0 1 2 4
npjlpae 6 5 3 0 1 4 2
npjlepa 6 5 3 0 2 1 4
npjleap 6 5 3 0 2 4 1
npjlape 6 5 3 0 4 1 2
npjlaep 6 5 3 0 4 2 1
npjplea 6 5 3 1 0 2 4
npjplae 6 5 3 1 0 4 2
npjpela 6 5 3 1 2 0 4
npjpeal 6 5 3 1 2 4 0
npjpale 6 5 3 1 4 0 2
npjpael 6 5 3 1 4 2 0
npjelpa 6 5 3 2 0 1 4
npjelap 6 5 3 2 0 4 1
npjepla 6 5 3 2 1 0 4
npjepal 6 5 3 2 1 4 0
npjealp 6 5 3 2 4 0 1
npjeapl 6 5 3 2 4 1 0
npjalpe 6 5 3 4 0 1 2
npjalep 6 5 3 4 0 2 1
npjaple 6 5 3 4 1 0 2
npjapel 6 5 3 4 1 2 0
npjaelp 6 5 3 4 2 0 1
npjaepl 6 5 3 4 2 1 0
npalpej 6 5 4 0 1 2 3
npalpje 6 5 4 0 1 3 2
npalepj 6 5 4 0 2 1 3
npalejp 6 5 4 0 2 3 1
npaljpe 6 5 4 0 3 1 2
npaljep 6 5 4 0 3 2 1
npaplej 6 5 4 1 0 2 3
npaplje 6 5 4 1 0 3 2
npapelj 6 5 4 1 2 0 3
npapejl 6 5 4 1 2 3 0
npapjle 6 5 4 1 3 0 2
npapjel 6 5 4 1 3 2 0
npaelpj 6 5 4 2 0 1 3
npaeljp 6 5 4 2 0 3 1
npaeplj 6 5 4 2 1 0 3
npaepjl 6 5 4 2 1 3 0
npaejlp 6 5 4 2 3 0 1
npaejpl 6 5 4 2 3 1 0
npajlpe 6 5 4 3 0 1 2
npajlep 6 5 4 3 0 2 1
npajple 6 5 4 3 1 0 2
npajpel 6 5 4 3 1 2 0
npajelp 6 5 4 3 2 0 1
npajepl 6 5 4 3 2 1 0
