Shift: 4
eixctig 0 1 2 3 4 5 6
giixetc 6 5 1 2 0 4 3
giixcet 6 5 1 2 3 0 4
giixcte 6 5 1 2 3 4 0
giixtec 6 5 1 2 4 0 3
giixtce 6 5 1 2 4 3 0
giicext 6 5 1 3 0 2 4
giicetx 6 5 1 3 0 4 2
giicxet 6 5 1 3 2 0 4
giicxte 6 5 1 3 2 4 0
giictex 6 5 1 3 4 0 2
giictxe 6 5 1 3 4 2 0
giitexc 6 5 1 4 0 2 3
giitecx 6 5 1 4 0 3 2
giitxec 6 5 1 4 2 0 3
giitxce 6 5 1 4 2 3 0
giitcex 6 5 1 4 3 0 2
giitcxe 6 5 1 4 3 2 0
gixeict 6 5 2 0 1 3 4
gixeitc 6 5 2 0 1 4 3
gixecit 6 5 2 0 3 1 4
gixecti 6 5 2 0 3 4 1
gixetic 6 5 2 0 4 1 3
gixetci 6 5 2 0 4 3 1
gixiect 6 5 2 1 0 3 4
gixietc 6 5 2 1 0 4 3
gixicet 6 5 2 1 3 0 4
gixicte 6 5 2 1 3 4 0
gixitec 6 5 2 1 4 0 3
gixitce 6 5 2 1 4 3 0
gixceit 6 5 2 3 0 1 4
gixceti 6 5 2 3 0 4 1
gixciet 6 5 2 3 1 0 4
gixcite 6 5 2 3 1 4 0
gixctei 6 5 2 3 4 0 1
gixctie 6 5 2 3 4 1 0
gixteic 6 5 2 4 0 1 3
gixteci 6 5 2 4 0 3 1
gixtiec 6 5 2 4 1 0 3
gixtice 6 5 2 4 1 3 0
gixtcei 6 5 2 4 3 0 1
gixtcie 6 5 2 4 3 1 0
giceixt 6 5 3 0 1 2 4
giceitx 6 5 3 0 1 4 2
gicexit 6 5 3 0 2 1 4
gicexti 6 5 3 0 2 4 1
gicetix 6 5 3 0 4 1 2
gicetxi 6 5 3 0 4 2 1
giciext 6 5 3 1 0 2 4
gicietx 6 5 3 1 0 4 2
gicixet 6 5 3 1 2 0 4
gicixte 6 5 3 1 2 4 0
gicitex 6 5 3 1 4 0 2
gicitxe 6 5 3 1 4 2 0
gicxeit 6 5 3 2 0 1 4
gicxeti 6 5 3 2 0 4 1
gicxiet 6 5 3 2 1 0 4
gicxite 6 5 3 2 1 4 0
gicxtei 6 5 3 2 4 0 1
gicxtie 6 5 3 2 4 1 0
gicteix 6 5 3 4 0 1 2
gictexi 6 5 3 4 0 2 1
gictiex 6 5 3 4 1 0 2
gictixe 6 5 3 4 1 2 0
gictxei 6 5 3 4 2 0 1
gictxie 6 5 3 4 2 1 0
giteixc 6 5 4 0 1 2 3
giteicx 6 5 4 0 1 3 2
gitexic 6 5 4 0 2 1 3
gitexci 6 5 4 0 2 3 1
gitecix 6 5 4 0 3 1 2
gitecxi 6 5 4 0 3 2 1
gitiexc 6 5 4 1 0 2 3
gitiecx 6 5 4 1 0 3 2
gitixec 6 5 4 1 2 0 3
gitixce 6 5 4 1 2 3 0
giticex 6 5 4 1 3 0 2
giticxe 6 5 4 1 3 2 0
gitxeic 6 5 4 2 0 1 3
gitxeci 6 5 4 2 0 3 1
gitxiec 6 5 4 2 1 0 3
gitxice 6 5 4 2 1 3 0
gitxcei 6 5 4 2 3 0 1
gitxcie 6 5 4 2 3 1 0
gitceix 6 5 4 3 0 1 2
gitcexi 6 5 4 3 0 2 1
gitciex 6 5 4 3 1 0 2
gitcixe 6 5 4 3 1 2 0
gitcxei 6 5 4 3 2 0 1
gitcxie 6 5 4 3 2 1 0
