Shift: 16
qujofus 0 1 2 3 4 5 6
sofujqu 6 3 4 1 2 0 5
sofujuq 6 3 4 1 2 5 0
sofuuqj 6 3 4 1 5 0 2
sofuujq 6 3 4 1 5 2 0
sofjquu 6 3 4 2 0 1 5
sofjquu 6 3 4 2 0 5 1
sofjuqu 6 3 4 2 1 0 5
sofjuuq 6 3 4 2 1 5 0
sofjuqu 6 3 4 2 5 0 1
sofjuuq 6 3 4 2 5 1 0
sofuquj 6 3 4 5 0 1 2
sofuqju 6 3 4 5 0 2 1
sofuuqj 6 3 4 5 1 0 2
sofuujq 6 3 4 5 1 2 0
sofujqu 6 3 4 5 2 0 1
sofujuq 6 3 4 5 2 1 0
souqujf 6 3 5 0 1 2 4
souqufj 6 3 5 0 1 4 2
souqjuf 6 3 5 0 2 1 4
souqjfu 6 3 5 0 2 4 1
souqfuj 6 3 5 0 4 1 2
souqfju 6 3 5 0 4 2 1
souuqjf 6 3 5 1 0 2 4
souuqfj 6 3 5 1 0 4 2
souujqf 6 3 5 1 2 0 4
souujfq 6 3 5 1 2 4 0
souufqj 6 3 5 1 4 0 2
souufjq 6 3 5 1 4 2 0
soujquf 6 3 5 2 0 1 4
soujqfu 6 3 5 2 0 4 1
soujuqf 6 3 5 2 1 0 4
soujufq 6 3 5 2 1 4 0
soujfqu 6 3 5 2 4 0 1
soujfuq 6 3 5 2 4 1 0
soufquj 6 3 5 4 0 1 2
soufqju 6 3 5 4 0 2 1
soufuqj 6 3 5 4 1 0 2
soufujq 6 3 5 4 1 2 0
soufjqu 6 3 5 4 2 0 1
soufjuq 6 3 5 4 2 1 0
sfqujou 6 4 0 1 2 3 5
sfqujuo 6 4 0 1 2 5 3
sfquoju 6 4 0 1 3 2 5
sfquouj 6 4 0 1 3 5 2
sfquujo 6 4 0 1 5 2 3
sfquuoj 6 4 0 1 5 3 2
sfqjuou 6 4 0 2 1 3 5
sfqjuuo 6 4 0 2 1 5 3
sfqjouu 6 4 0 2 3 1 5
sfqjouu 6 4 0 2 3 5 1
sfqjuuo 6 4 0 2 5 1 3
sfqjuou 6 4 0 2 5 3 1
sfqouju 6 4 0 3 1 2 5
sfqouuj 6 4 0 3 1 5 2
sfqojuu 6 4 0 3 2 1 5
sfqojuu 6 4 0 3 2 5 1
sfqouuj 6 4 0 3 5 1 2
sfqouju 6 4 0 3 5 2 1
sfquujo 6 4 0 5 1 2 3
sfquuoj 6 4 0 5 1 3 2
sfqujuo 6 4 0 5 2 1 3
sfqujou 6 4 0 5 2 3 1
sfquouj 6 4 0 5 3 1 2
sfquoju 6 4 0 5 3 2 1
sfuqjou 6 4 1 0 2 3 5
sfuqjuo 6 4 1 0 2 5 3
sfuqoju 6 4 1 0 3 2 5
sfuqouj 6 4 1 0 3 5 2
sfuqujo 6 4 1 0 5 2 3
sfuquoj 6 4 1 0 5 3 2
sfujqou 6 4 1 2 0 3 5
sfujquo 6 4 1 2 0 5 3
sfujoqu 6 4 1 2 3 0 5
sfujouq 6 4 1 2 3 5 0
sfujuqo 6 4 1 2 5 0 3
sfujuoq 6 4 1 2 5 3 0
sfuoqju 6 4 1 3 0 2 5
sfuoquj 6 4 1 3 0 5 2
sfuojqu 6 4 1 3 2 0 5
sfuojuq 6 4 1 3 2 5 0
sfuouqj 6 4 1 3 5 0 2
sfuoujq 6 4 1 3 5 2 0
sfuuqjo 6 4 1 5 0 2 3
sfuuqoj 6 4 1 5 0 3 2
sfuujqo 6 4 1 5 2 0 3
sfuujoq 6 4 1 5 2 3 0
sfuuoqj 6 4 1 5 3 0 2
sfuuojq 6 4 1 5 3 2 0
sfjquou 6 4 2 0 1 3 5
sfjquuo 6 4 2 0 1 5 3
sfjqouu 6 4 2 0 3 1 5
sfjqouu 6 4 2 0 3 5 1
sfjquuo 6 4 2 0 5 1 3
sfjquou 6 4 2 0 5 3 1
sfjuqou 6 4 2 1 0 3 5
sfjuquo 6 4 2 1 0 5 3
sfjuoqu 6 4 2 1 3 0 5
sfjuouq 6 4 2 1 3 5 0
sfjuuqo 6 4 2 1 5 0 3
sfjuuoq 6 4 2 1 5 3 0
sfjoquu 6 4 2 3 0 1 5
sfjoquu 6 4 2 3 0 5 1
sfjouqu 6 4 2 3 1 0 5
sfjouuq 6 4 2 3 1 5 0
sfjouqu 6 4 2 3 5 0 1
sfjouuq 6 4 2 3 5 1 0
sfjuquo 6 4 2 5 0 1 3
sfjuqou 6 4 2 5 0 3 1
sfjuuqo 6 4 2 5 1 0 3
sfjuuoq 6 4 2 5 1 3 0
sfjuoqu 6 4 2 5 3 0 1
sfjuouq 6 4 2 5 3 1 0
sfoquju 6 4 3 0 1 2 5
sfoquuj 6 4 3 0 1 5 2
sfoqjuu 6 4 3 0 2 1 5
sfoqjuu 6 4 3 0 2 5 1
sfoquuj 6 4 3 0 5 1 2
sfoquju 6 4 3 0 5 2 1
sfouqju 6 4 3 1 0 2 5
sfouquj 6 4 3 1 0 5 2
sfoujqu 6 4 3 1 2 0 5
sfoujuq 6 4 3 1 2 5 0
sfouuqj 6 4 3 1 5 0 2
sfouujq 6 4 3 1 5 2 0
sfojquu 6 4 3 2 0 1 5
sfojquu 6 4 3 2 0 5 1
sfojuqu 6 4 3 2 1 0 5
sfojuuq 6 4 3 2 1 5 0
sfojuqu 6 4 3 2 5 0 1
sfojuuq 6 4 3 2 5 1 0
sfouquj 6 4 3 5 0 1 2
sfouqju 6 4 3 5 0 2 1
sfouuqj 6 4 3 5 1 0 2
sfouujq 6 4 3 5 1 2 0
sfoujqu 6 4 3 5 2 0 1
sfoujuq 6 4 3 5 2 1 0
sfuqujo 6 4 5 0 1 2 3
sfuquoj 6 4 5 0 1 3 2
sfuqjuo 6 4 5 0 2 1 3
sfuqjou 6 4 5 0 2 3 1
sfuqouj 6 4 5 0 3 1 2
sfuqoju 6 4 5 0 3 2 1
sfuuqjo 6 4 5 1 0 2 3
sfuuqoj 6 4 5 1 0 3 2
sfuujqo 6 4 5 1 2 0 3
sfuujoq 6 4 5 1 2 3 0
sfuuoqj 6 4 5 1 3 0 2
sfuuojq 6 4 5 1 3 2 0
sfujquo 6 4 5 2 0 1 3
sfujqou 6 4 5 2 0 3 1
sfujuqo 6 4 5 2 1 0 3
sfujuoq 6 4 5 2 1 3 0
sfujoqu 6 4 5 2 3 0 1
sfujouq 6 4 5 2 3 1 0
sfuoquj 6 4 5 3 0 1 2
sfuoqju 6 4 5 3 0 2 1
sfuouqj 6 4 5 3 1 0 2
sfuoujq 6 4 5 3 1 2 0
sfuojqu 6 4 5 3 2 0 1
sfuojuq 6 4 5 3 2 1 0
suqujof 6 5 0 1 2 3 4
suqujfo 6 5 0 1 2 4 3
suquojf 6 5 0 1 3 2 4
suquofj 6 5 0 1 3 4 2
suqufjo 6 5 0 1 4 2 3
suqufoj 6 5 0 1 4 3 2
suqjuof 6 5 0 2 1 3 4
suqjufo 6 5 0 2 1 4 3
suqjouf 6 5 0 2 3 1 4
suqjofu 6 5 0 2 3 4 1
suqjfuo 6 5 0 2 4 1 3
suqjfou 6 5 0 2 4 3 1
suqoujf 6 5 0 3 1 2 4
suqoufj 6 5 0 3 1 4 2
suqojuf 6 5 0 3 2 1 4
suqojfu 6 5 0 3 2 4 1
suqofuj 6 5 0 3 4 1 2
suqofju 6 5 0 3 4 2 1
suqfujo 6 5 0 4 1 2 3
suqfuoj 6 5 0 4 1 3 2
suqfjuo 6 5 0 4 2 1 3
suqfjou 6 5 0 4 2 3 1
suqfouj 6 5 0 4 3 1 2
suqfoju 6 5 0 4 3 2 1
suuqjof 6 5 1 0 2 3 4
suuqjfo 6 5 1 0 2 4 3
suuqojf 6 5 1 0 3 2 4
suuqofj 6 5 1 0 3 4 2
suuqfjo 6 5 1 0 4 2 3
suuqfoj 6 5 1 0 4 3 2
suujqof 6 5 1 2 0 3 4
suujqfo 6 5 1 2 0 4 3
suujoqf 6 5 1 2 3 0 4
suujofq 6 5 1 2 3 4 0
suujfqo 6 5 1 2 4 0 3
suujfoq 6 5 1 2 4 3 0
suuoqjf 6 5 1 3 0 2 4
suuoqfj 6 5 1 3 0 4 2
suuojqf 6 5 1 3 2 0 4
suuojfq 6 5 1 3 2 4 0
suuofqj 6 5 1 3 4 0 2
suuofjq 6 5 1 3 4 2 0
suufqjo 6 5 1 4 0 2 3
suufqoj 6 5 1 4 0 3 2
suufjqo 6 5 1 4 2 0 3
suufjoq 6 5 1 4 2 3 0
suufoqj 6 5 1 4 3 0 2
suufojq 6 5 1 4 3 2 0
sujquof 6 5 2 0 1 3 4
sujqufo 6 5 2 0 1 4 3
sujqouf 6 5 2 0 3 1 4
sujqofu 6 5 2 0 3 4 1
sujqfuo 6 5 2 0 4 1 3
sujqfou 6 5 2 0 4 3 1
sujuqof 6 5 2 1 0 3 4
sujuqfo 6 5 2 1 0 4 3
sujuoqf 6 5 2 1 3 0 4
sujuofq 6 5 2 1 3 4 0
sujufqo 6 5 2 1 4 0 3
sujufoq 6 5 2 1 4 3 0
sujoquf 6 5 2 3 0 1 4
sujoqfu 6 5 2 3 0 4 1
sujouqf 6 5 2 3 1 0 4
sujoufq 6 5 2 3 1 4 0
sujofqu 6 5 2 3 4 0 1
sujofuq 6 5 2 3 4 1 0
sujfquo 6 5 2 4 0 1 3
sujfqou 6 5 2 4 0 3 1
sujfuqo 6 5 2 4 1 0 3
sujfuoq 6 5 2 4 1 3 0
sujfoqu 6 5 2 4 3 0 1
sujfouq 6 5 2 4 3 1 0
suoqujf 6 5 3 0 1 2 4
suoqufj 6 5 3 0 1 4 2
suoqjuf 6 5 3 0 2 1 4
suoqjfu 6 5 3 0 2 4 1
suoqfuj 6 5 3 0 4 1 2
suoqfju 6 5 3 0 4 2 1
suouqjf 6 5 3 1 0 2 4
suouqfj 6 5 3 1 0 4 2
suoujqf 6 5 3 1 2 0 4
suoujfq 6 5 3 1 2 4 0
suoufqj 6 5 3 1 4 0 2
suoufjq 6 5 3 1 4 2 0
suojquf 6 5 3 2 0 1 4
suojqfu 6 5 3 2 0 4 1
suojuqf 6 5 3 2 1 0 4
suojufq 6 5 3 2 1 4 0
suojfqu 6 5 3 2 4 0 1
suojfuq 6 5 3 2 4 1 0
suofquj 6 5 3 4 0 1 2
suofqju 6 5 3 4 0 2 1
suofuqj 6 5 3 4 1 0 2
suofujq 6 5 3 4 1 2 0
suofjqu 6 5 3 4 2 0 1
suofjuq 6 5 3 4 2 1 0
sufqujo 6 5 4 0 1 2 3
sufquoj 6 5 4 0 1 3 2
sufqjuo 6 5 4 0 2 1 3
sufqjou 6 5 4 0 2 3 1
sufqouj 6 5 4 0 3 1 2
sufqoju 6 5 4 0 3 2 1
sufuqjo 6 5 4 1 0 2 3
sufuqoj 6 5 4 1 0 3 2
sufujqo 6 5 4 1 2 0 3
sufujoq 6 5 4 1 2 3 0
sufuoqj 6 5 4 1 3 0 2
sufuojq 6 5 4 1 3 2 0
sufjquo 6 5 4 2 0 1 3
sufjqou 6 5 4 2 0 3 1
sufjuqo 6 5 4 2 1 0 3
sufjuoq 6 5 4 2 1 3 0
sufjoqu 6 5 4 2 3 0 1
sufjouq 6 5 4 2 3 1 0
sufoquj 6 5 4 3 0 1 2
sufoqju 6 5 4 3 0 2 1
sufouqj 6 5 4 3 1 0 2
sufoujq 6 5 4 3 1 2 0
sufojqu 6 5 4 3 2 0 1
sufojuq 6 5 4 3 2 1 0
