Shift: 6
gkzevki 0 1 2 3 4 5 6
iekgzvk 6 3 5 0 2 4 1
iekgvkz 6 3 5 0 4 1 2
iekgvzk 6 3 5 0 4 2 1
iekkgzv 6 3 5 1 0 2 4
iekkgvz 6 3 5 1 0 4 2
iekkzgv 6 3 5 1 2 0 4
iekkzvg 6 3 5 1 2 4 0
iekkvgz 6 3 5 1 4 0 2
iekkvzg 6 3 5 1 4 2 0
iekzgkv 6 3 5 2 0 1 4
iekzgvk 6 3 5 2 0 4 1
iekzkgv 6 3 5 2 1 0 4
iekzkvg 6 3 5 2 1 4 0
iekzvgk 6 3 5 2 4 0 1
iekzvkg 6 3 5 2 4 1 0
iekvgkz 6 3 5 4 0 1 2
iekvgzk 6 3 5 4 0 2 1
iekvkgz 6 3 5 4 1 0 2
iekvkzg 6 3 5 4 1 2 0
iekvzgk 6 3 5 4 2 0 1
iekvzkg 6 3 5 4 2 1 0
ivgkzek 6 4 0 1 2 3 5
ivgkzke 6 4 0 1 2 5 3
ivgkezk 6 4 0 1 3 2 5
ivgkekz 6 4 0 1 3 5 2
ivgkkze 6 4 0 1 5 2 3
ivgkkez 6 4 0 1 5 3 2
ivgzkek 6 4 0 2 1 3 5
ivgzkke 6 4 0 2 1 5 3
ivgzekk 6 4 0 2 3 1 5
ivgzekk 6 4 0 2 3 5 1
ivgzkke 6 4 0 2 5 1 3
ivgzkek 6 4 0 2 5 3 1
ivgekzk 6 4 0 3 1 2 5
ivgekkz 6 4 0 3 1 5 2
ivgezkk 6 4 0 3 2 1 5
ivgezkk 6 4 0 3 2 5 1
ivgekkz 6 4 0 3 5 1 2
ivgekzk 6 4 0 3 5 2 1
ivgkkze 6 4 0 5 1 2 3
ivgkkez 6 4 0 5 1 3 2
ivgkzke 6 4 0 5 2 1 3
ivgkzek 6 4 0 5 2 3 1
ivgkekz 6 4 0 5 3 1 2
ivgkezk 6 4 0 5 3 2 1
ivkgzek 6 4 1 0 2 3 5
ivkgzke 6 4 1 0 2 5 3
ivkgezk 6 4 1 0 3 2 5
ivkgekz 6 4 1 0 3 5 2
ivkgkze 6 4 1 0 5 2 3
ivkgkez 6 4 1 0 5 3 2
ivkzgek 6 4 1 2 0 3 5
ivkzgke 6 4 1 2 0 5 3
ivkzegk 6 4 1 2 3 0 5
ivkzekg 6 4 1 2 3 5 0
ivkzkge 6 4 1 2 5 0 3
ivkzkeg 6 4 1 2 5 3 0
ivkegzk 6 4 1 3 0 2 5
ivkegkz 6 4 1 3 0 5 2
ivkezgk 6 4 1 3 2 0 5
ivkezkg 6 4 1 3 2 5 0
ivkekgz 6 4 1 3 5 0 2
ivkekzg 6 4 1 3 5 2 0
ivkkgze 6 4 1 5 0 2 3
ivkkgez 6 4 1 5 0 3 2
ivkkzge 6 4 1 5 2 0 3
ivkkzeg 6 4 1 5 2 3 0
ivkkegz 6 4 1 5 3 0 2
ivkkezg 6 4 1 5 3 2 0
ivzgkek 6 4 2 0 1 3 5
ivzgkke 6 4 2 0 1 5 3
ivzgekk 6 4 2 0 3 1 5
ivzgekk 6 4 2 0 3 5 1
ivzgkke 6 4 2 0 5 1 3
ivzgkek 6 4 2 0 5 3 1
ivzkgek 6 4 2 1 0 3 5
ivzkgke 6 4 2 1 0 5 3
ivzkegk 6 4 2 1 3 0 5
ivzkekg 6 4 2 1 3 5 0
ivzkkge 6 4 2 1 5 0 3
ivzkkeg 6 4 2 1 5 3 0
ivzegkk 6 4 2 3 0 1 5
ivzegkk 6 4 2 3 0 5 1
ivzekgk 6 4 2 3 1 0 5
ivzekkg 6 4 2 3 1 5 0
ivzekgk 6 4 2 3 5 0 1
ivzekkg 6 4 2 3 5 1 0
ivzkgke 6 4 2 5 0 1 3
ivzkgek 6 4 2 5 0 3 1
ivzkkge 6 4 2 5 1 0 3
ivzkkeg 6 4 2 5 1 3 0
ivzkegk 6 4 2 5 3 0 1
ivzkekg 6 4 2 5 3 1 0
ivegkzk 6 4 3 0 1 2 5
ivegkkz 6 4 3 0 1 5 2
ivegzkk 6 4 3 0 2 1 5
ivegzkk 6 4 3 0 2 5 1
ivegkkz 6 4 3 0 5 1 2
ivegkzk 6 4 3 0 5 2 1
ivekgzk 6 4 3 1 0 2 5
ivekgkz 6 4 3 1 0 5 2
ivekzgk 6 4 3 1 2 0 5
ivekzkg 6 4 3 1 2 5 0
ivekkgz 6 4 3 1 5 0 2
ivekkzg 6 4 3 1 5 2 0
ivezgkk 6 4 3 2 0 1 5
ivezgkk 6 4 3 2 0 5 1
ivezkgk 6 4 3 2 1 0 5
ivezkkg 6 4 3 2 1 5 0
ivezkgk 6 4 3 2 5 0 1
ivezkkg 6 4 3 2 5 1 0
ivekgkz 6 4 3 5 0 1 2
ivekgzk 6 4 3 5 0 2 1
ivekkgz 6 4 3 5 1 0 2
ivekkzg 6 4 3 5 1 2 0
ivekzgk 6 4 3 5 2 0 1
ivekzkg 6 4 3 5 2 1 0
ivkgkze 6 4 5 0 1 2 3
ivkgkez 6 4 5 0 1 3 2
ivkgzke 6 4 5 0 2 1 3
ivkgzek 6 4 5 0 2 3 1
ivkgekz 6 4 5 0 3 1 2
ivkgezk 6 4 5 0 3 2 1
ivkkgze 6 4 5 1 0 2 3
ivkkgez 6 4 5 1 0 3 2
ivkkzge 6 4 5 1 2 0 3
ivkkzeg 6 4 5 1 2 3 0
ivkkegz 6 4 5 1 3 0 2
ivkkezg 6 4 5 1 3 2 0
ivkzgke 6 4 5 2 0 1 3
ivkzgek 6 4 5 2 0 3 1
ivkzkge 6 4 5 2 1 0 3
ivkzkeg 6 4 5 2 1 3 0
ivkzegk 6 4 5 2 3 0 1
ivkzekg 6 4 5 2 3 1 0
ivkegkz 6 4 5 3 0 1 2
ivkegzk 6 4 5 3 0 2 1
ivkekgz 6 4 5 3 1 0 2
ivkekzg 6 4 5 3 1 2 0
ivkezgk 6 4 5 3 2 0 1
ivkezkg 6 4 5 3 2 1 0
ikgkzev 6 5 0 1 2 3 4
ikgkzve 6 5 0 1 2 4 3
ikgkezv 6 5 0 1 3 2 4
ikgkevz 6 5 0 1 3 4 2
ikgkvze 6 5 0 1 4 2 3
ikgkvez 6 5 0 1 4 3 2
ikgzkev 6 5 0 2 1 3 4
ikgzkve 6 5 0 2 1 4 3
ikgzekv 6 5 0 2 3 1 4
ikgzevk 6 5 0 2 3 4 1
ikgzvke 6 5 0 2 4 1 3
ikgzvek 6 5 0 2 4 3 1
ikgekzv 6 5 0 3 1 2 4
ikgekvz 6 5 0 3 1 4 2
ikgezkv 6 5 0 3 2 1 4
ikgezvk 6 5 0 3 2 4 1
ikgevkz 6 5 0 3 4 1 2
ikgevzk 6 5 0 3 4 2 1
ikgvkze 6 5 0 4 1 2 3
ikgvkez 6 5 0 4 1 3 2
ikgvzke 6 5 0 4 2 1 3
ikgvzek 6 5 0 4 2 3 1
ikgvekz 6 5 0 4 3 1 2
ikgvezk 6 5 0 4 3 2 1
ikkgzev 6 5 1 0 2 3 4
ikkgzve 6 5 1 0 2 4 3
ikkgezv 6 5 1 0 3 2 4
ikkgevz 6 5 1 0 3 4 2
ikkgvze 6 5 1 0 4 2 3
ikkgvez 6 5 1 0 4 3 2
ikkzgev 6 5 1 2 0 3 4
ikkzgve 6 5 1 2 0 4 3
ikkzegv 6 5 1 2 3 0 4
ikkzevg 6 5 1 2 3 4 0
ikkzvge 6 5 1 2 4 0 3
ikkzveg 6 5 1 2 4 3 0
ikkegzv 6 5 1 3 0 2 4
ikkegvz 6 5 1 3 0 4 2
ikkezgv 6 5 1 3 2 0 4
ikkezvg 6 5 1 3 2 4 0
ikkevgz 6 5 1 3 4 0 2
ikkevzg 6 5 1 3 4 2 0
ikkvgze 6 5 1 4 0 2 3
ikkvgez 6 5 1 4 0 3 2
ikkvzge 6 5 1 4 2 0 3
ikkvzeg 6 5 1 4 2 3 0
ikkvegz 6 5 1 4 3 0 2
ikkvezg 6 5 1 4 3 2 0
ikzgkev 6 5 2 0 1 3 4
ikzgkve 6 5 2 0 1 4 3
ikzgekv 6 5 2 0 3 1 4
ikzgevk 6 5 2 0 3 4 1
ikzgvke 6 5 2 0 4 1 3
ikzgvek 6 5 2 0 4 3 1
ikzkgev 6 5 2 1 0 3 4
ikzkgve 6 5 2 1 0 4 3
ikzkegv 6 5 2 1 3 0 4
ikzkevg 6 5 2 1 3 4 0
ikzkvge 6 5 2 1 4 0 3
ikzkveg 6 5 2 1 4 3 0
ikzegkv 6 5 2 3 0 1 4
ikzegvk 6 5 2 3 0 4 1
ikzekgv 6 5 2 3 1 0 4
ikzekvg 6 5 2 3 1 4 0
ikzevgk 6 5 2 3 4 0 1
ikzevkg 6 5 2 3 4 1 0
ikzvgke 6 5 2 4 0 1 3
ikzvgek 6 5 2 4 0 3 1
ikzvkge 6 5 2 4 1 0 3
ikzvkeg 6 5 2 4 1 3 0
ikzvegk 6 5 2 4 3 0 1
ikzvekg 6 5 2 4 3 1 0
ikegkzv 6 5 3 0 1 2 4
ikegkvz 6 5 3 0 1 4 2
ikegzkv 6 5 3 0 2 1 4
ikegzvk 6 5 3 0 2 4 1
ikegvkz 6 5 3 0 4 1 2
ikegvzk 6 5 3 0 4 2 1
ikekgzv 6 5 3 1 0 2 4
ikekgvz 6 5 3 1 0 4 2
ikekzgv 6 5 3 1 2 0 4
ikekzvg 6 5 3 1 2 4 0
ikekvgz 6 5 3 1 4 0 2
ikekvzg 6 5 3 1 4 2 0
ikezgkv 6 5 3 2 0 1 4
ikezgvk 6 5 3 2 0 4 1
ikezkgv 6 5 3 2 1 0 4
ikezkvg 6 5 3 2 1 4 0
ikezvgk 6 5 3 2 4 0 1
ikezvkg 6 5 3 2 4 1 0
ikevgkz 6 5 3 4 0 1 2
ikevgzk 6 5 3 4 0 2 1
ikevkgz 6 5 3 4 1 0 2
ikevkzg 6 5 3 4 1 2 0
ikevzgk 6 5 3 4 2 0 1
ikevzkg 6 5 3 4 2 1 0
ikvgkze 6 5 4 0 1 2 3
ikvgkez 6 5 4 0 1 3 2
ikvgzke 6 5 4 0 2 1 3
ikvgzek 6 5 4 0 2 3 1
ikvgekz 6 5 4 0 3 1 2
ikvgezk 6 5 4 0 3 2 1
ikvkgze 6 5 4 1 0 2 3
ikvkgez 6 5 4 1 0 3 2
ikvkzge 6 5 4 1 2 0 3
ikvkzeg 6 5 4 1 2 3 0
ikvkegz 6 5 4 1 3 0 2
ikvkezg 6 5 4 1 3 2 0
ikvzgke 6 5 4 2 0 1 3
ikvzgek 6 5 4 2 0 3 1
ikvzkge 6 5 4 2 1 0 3
ikvzkeg 6 5 4 2 1 3 0
ikvzegk 6 5 4 2 3 0 1
ikvzekg 6 5 4 2 3 1 0
ikvegkz 6 5 4 3 0 1 2
ikvegzk 6 5 4 3 0 2 1
ikvekgz 6 5 4 3 1 0 2
ikvekzg 6 5 4 3 1 2 0
ikvezgk 6 5 4 3 2 0 1
ikvezkg 6 5 4 3 2 1 0
