Shift: 22
wapulay 0 1 2 3 4 5 6
ylaawup 6 4 5 1 0 3 2
ylaapwu 6 4 5 1 2 0 3
ylaapuw 6 4 5 1 2 3 0
ylaauwp 6 4 5 1 3 0 2
ylaaupw 6 4 5 1 3 2 0
ylapwau 6 4 5 2 0 1 3
ylapwua 6 4 5 2 0 3 1
ylapawu 6 4 5 2 1 0 3
ylapauw 6 4 5 2 1 3 0
ylapuwa 6 4 5 2 3 0 1
ylapuaw 6 4 5 2 3 1 0
ylauwap 6 4 5 3 0 1 2
ylauwpa 6 4 5 3 0 2 1
ylauawp 6 4 5 3 1 0 2
ylauapw 6 4 5 3 1 2 0
ylaupwa 6 4 5 3 2 0 1
ylaupaw 6 4 5 3 2 1 0
yawapul 6 5 0 1 2 3 4
yawaplu 6 5 0 1 2 4 3
yawaupl 6 5 0 1 3 2 4
yawaulp 6 5 0 1 3 4 2
yawalpu 6 5 0 1 4 2 3
yawalup 6 5 0 1 4 3 2
yawpaul 6 5 0 2 1 3 4
yawpalu 6 5 0 2 1 4 3
yawpual 6 5 0 2 3 1 4
yawpula 6 5 0 2 3 4 1
yawplau 6 5 0 2 4 1 3
yawplua 6 5 0 2 4 3 1
yawuapl 6 5 0 3 1 2 4
yawualp 6 5 0 3 1 4 2
yawupal 6 5 0 3 2 1 4
yawupla 6 5 0 3 2 4 1
yawulap 6 5 0 3 4 1 2
yawulpa 6 5 0 3 4 2 1
yawlapu 6 5 0 4 1 2 3
yawlaup 6 5 0 4 1 3 2
yawlpau 6 5 0 4 2 1 3
yawlpua 6 5 0 4 2 3 1
yawluap 6 5 0 4 3 1 2
yawlupa 6 5 0 4 3 2 1
yaawpul 6 5 1 0 2 3 4
yaawplu 6 5 1 0 2 4 3
yaawupl 6 5 1 0 3 2 4
yaawulp 6 5 1 0 3 4 2
yaawlpu 6 5 1 0 4 2 3
yaawlup 6 5 1 0 4 3 2
yaapwul 6 5 1 2 0 3 4
yaapwlu 6 5 1 2 0 4 3
yaapuwl 6 5 1 2 3 0 4
yaapulw 6 5 1 2 3 4 0
yaaplwu 6 5 1 2 4 0 3
yaapluw 6 5 1 2 4 3 0
yaauwpl 6 5 1 3 0 2 4
yaauwlp 6 5 1 3 0 4 2
yaaupwl 6 5 1 3 2 0 4
yaauplw 6 5 1 3 2 4 0
yaaulwp 6 5 1 3 4 0 2
yaaulpw 6 5 1 3 4 2 0
yaalwpu 6 5 1 4 0 2 3
yaalwup 6 5 1 4 0 3 2
yaalpwu 6 5 1 4 2 0 3
yaalpuw 6 5 1 4 2 3 0
yaaluwp 6 5 1 4 3 0 2
yaalupw 6 5 1 4 3 2 0
yapwaul 6 5 2 0 1 3 4
yapwalu 6 5 2 0 1 4 3
yapwual 6 5 2 0 3 1 4
yapwula 6 5 2 0 3 4 1
yapwlau 6 5 2 0 4 1 3
yapwlua 6 5 2 0 4 3 1
yapawul 6 5 2 1 0 3 4
yapawlu 6 5 2 1 0 4 3
yapauwl 6 5 2 1 3 0 4
yapaulw 6 5 2 1 3 4 0
yapalwu 6 5 2 1 4 0 3
yapaluw 6 5 2 1 4 3 0
yapuwal 6 5 2 3 0 1 4
yapuwla 6 5 2 3 0 4 1
yapuawl 6 5 2 3 1 0 4
yapualw 6 5 2 3 1 4 0
yapulwa 6 5 2 3 4 0 1
yapulaw 6 5 2 3 4 1 0
yaplwau 6 5 2 4 0 1 3
yaplwua 6 5 2 4 0 3 1
yaplawu 6 5 2 4 1 0 3
yaplauw 6 5 2 4 1 3 0
yapluwa 6 5 2 4 3 0 1
yapluaw 6 5 2 4 3 1 0
yauwapl 6 5 3 0 1 2 4
yauwalp 6 5 3 0 1 4 2
yauwpal 6 5 3 0 2 1 4
yauwpla 6 5 3 0 2 4 1
yauwlap 6 5 3 0 4 1 2
yauwlpa 6 5 3 0 4 2 1
yauawpl 6 5 3 1 0 2 4
yauawlp 6 5 3 1 0 4 2
yauapwl 6 5 3 1 2 0 4
yauaplw 6 5 3 1 2 4 0
yaualwp 6 5 3 1 4 0 2
yaualpw 6 5 3 1 4 2 0
yaupwal 6 5 3 2 0 1 4
yaupwla 6 5 3 2 0 4 1
yaupawl 6 5 3 2 1 0 4
yaupalw 6 5 3 2 1 4 0
yauplwa 6 5 3 2 4 0 1
yauplaw 6 5 3 2 4 1 0
yaulwap 6 5 3 4 0 1 2
yaulwpa 6 5 3 4 0 2 1
yaulawp 6 5 3 4 1 0 2
yaulapw 6 5 3 4 1 2 0
yaulpwa 6 5 3 4 2 0 1
yaulpaw 6 5 3 4 2 1 0
yalwapu 6 5 4 0 1 2 3
yalwaup 6 5 4 0 1 3 2
yalwpau 6 5 4 0 2 1 3
yalwpua 6 5 4 0 2 3 1
yalwuap 6 5 4 0 3 1 2
yalwupa 6 5 4 0 3 2 1
yalawpu 6 5 4 1 0 2 3
yalawup 6 5 4 1 0 3 2
yalapwu 6 5 4 1 2 0 3
yalapuw 6 5 4 1 2 3 0
yalauwp 6 5 4 1 3 0 2
yalaupw 6 5 4 1 3 2 0
yalpwau 6 5 4 2 0 1 3
yalpwua 6 5 4 2 0 3 1
yalpawu 6 5 4 2 1 0 3
yalpauw 6 5 4 2 1 3 0
yalpuwa 6 5 4 2 3 0 1
yalpuaw 6 5 4 2 3 1 0
yaluwap 6 5 4 3 0 1 2
yaluwpa 6 5 4 3 0 2 1
yaluawp 6 5 4 3 1 0 2
yaluapw 6 5 4 3 1 2 0
yalupwa 6 5 4 3 2 0 1
yalupaw 6 5 4 3 2 1 0
